TFLink ID,Uniprot ID,Protein name,Organism,Detection method,Publication,Source database,Assembly,Chr,Start,End,Strand
TFLinkHT0000016,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10583313,10583323,+
TFLinkHT0000017,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,16735281,16735291,-
TFLinkHT0000018,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,7458790,7458800,-
TFLinkHT0000019,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,9265039,9265049,-
TFLinkHT0000020,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,5184858,5184868,-
TFLinkHT0000021,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,9215087,9215097,+
TFLinkHT0000022,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,14726078,14726088,+
TFLinkHT0000023,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,8527930,8527940,-
TFLinkHT0000024,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,774439,774449,-
TFLinkHT0000025,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,8398234,8398244,-
TFLinkHT0000026,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,6376436,6376446,-
TFLinkHT0000027,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,6376500,6376510,-
TFLinkHT0000028,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,7981864,7981874,+
TFLinkHT0000029,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,12011600,12011610,+
TFLinkHT0000030,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,12011617,12011627,+
TFLinkHT0000031,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,15253821,15253831,-
TFLinkHT0000032,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,8532183,8532193,+
TFLinkHT0000033,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,2198832,2198842,+
TFLinkHT0000034,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,9821766,9821776,-
TFLinkHT0000035,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,9821800,9821810,+
TFLinkHT0000036,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,12752602,12752612,-
TFLinkHT0000037,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,4637998,4638008,+
TFLinkHT0000038,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10467684,10467694,-
TFLinkHT0000039,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,7527204,7527214,-
TFLinkHT0000040,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,7527231,7527241,+
TFLinkHT0000041,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,9441720,9441730,-
TFLinkHT0000042,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,1266603,1266613,+
TFLinkHT0000043,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,12515296,12515306,-
TFLinkHT0000044,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,8857584,8857594,+
TFLinkHT0000045,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10584528,10584538,+
TFLinkHT0000046,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10584548,10584558,+
TFLinkHT0000047,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,11302889,11302899,+
TFLinkHT0000048,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,8654324,8654334,+
TFLinkHT0000049,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,1312993,1313003,+
TFLinkHT0000050,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,11742254,11742264,+
TFLinkHT0000051,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,4189835,4189845,+
TFLinkHT0000052,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,8302868,8302878,-
TFLinkHT0000053,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,8302939,8302949,-
TFLinkHT0000054,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,40762,40772,+
TFLinkHT0000055,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,7926508,7926518,+
TFLinkHT0000056,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,7654495,7654505,+
TFLinkHT0000057,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,13216691,13216701,-
TFLinkHT0000058,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,13216760,13216770,-
TFLinkHT0000059,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,5746600,5746610,-
TFLinkHT0000060,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,13053595,13053605,-
TFLinkHT0000061,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,13053633,13053643,-
TFLinkHT0000062,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,9646519,9646529,+
TFLinkHT0000063,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,5665296,5665306,-
TFLinkHT0000064,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,4225017,4225027,-
TFLinkHT0000065,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,4225031,4225041,-
TFLinkHT0000066,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,6848862,6848872,+
TFLinkHT0000067,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,11744539,11744549,+
TFLinkHT0000068,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,11188383,11188393,+
TFLinkHT0000069,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,11188406,11188416,-
TFLinkHT0000070,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,11188443,11188453,+
TFLinkHT0000071,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,11638722,11638732,+
TFLinkHT0000072,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,11638744,11638754,+
TFLinkHT0000073,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,52628,52638,-
TFLinkHT0000074,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,8532983,8532993,-
TFLinkHT0000075,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,8121937,8121947,+
TFLinkHT0000076,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,11659084,11659094,-
TFLinkHT0000077,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,3251192,3251202,+
TFLinkHT0000078,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,12932999,12933009,-
TFLinkHT0000079,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,4871381,4871391,+
TFLinkHT0000080,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,8133915,8133925,-
TFLinkHT0000081,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,1499679,1499689,-
TFLinkHT0000082,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,1248681,1248691,+
TFLinkHT0000083,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10981936,10981946,-
TFLinkHT0000084,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,5339434,5339444,+
TFLinkHT0000085,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,10216259,10216269,-
TFLinkHT0000086,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,9725201,9725211,-
TFLinkHT0000087,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,9725217,9725227,-
TFLinkHT0000088,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10986603,10986613,-
TFLinkHT0000089,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,10007975,10007985,-
TFLinkHT0000090,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,3754397,3754407,+
TFLinkHT0000091,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,4892355,4892365,-
TFLinkHT0000092,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,11989946,11989956,+
TFLinkHT0000093,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,13624560,13624570,-
TFLinkHT0000094,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,3949669,3949679,-
TFLinkHT0000095,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,4691899,4691909,+
TFLinkHT0000096,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,939262,939272,-
TFLinkHT0000097,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,939280,939290,-
TFLinkHT0000098,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,7982320,7982330,+
TFLinkHT0000099,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,14960239,14960249,-
TFLinkHT0000100,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,14960267,14960277,+
TFLinkHT0000101,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,5845229,5845239,-
TFLinkHT0000102,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,4450076,4450086,-
TFLinkHT0000103,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,18371743,18371753,+
TFLinkHT0000104,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,14338592,14338602,+
TFLinkHT0000105,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,955451,955461,+
TFLinkHT0000106,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,2654555,2654565,-
TFLinkHT0000107,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,5562489,5562499,+
TFLinkHT0000108,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,1386703,1386713,+
TFLinkHT0000109,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,9499464,9499474,+
TFLinkHT0000110,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,3897920,3897930,-
TFLinkHT0000111,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,10545514,10545524,-
TFLinkHT0000112,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,9499307,9499317,-
TFLinkHT0000113,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,1858194,1858204,+
TFLinkHT0000114,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,1858213,1858223,+
TFLinkHT0000115,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,16401804,16401814,-
TFLinkHT0000116,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,555764,555774,-
TFLinkHT0000117,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,555782,555792,+
TFLinkHT0000118,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,7923086,7923096,-
TFLinkHT0000119,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,548561,548571,-
TFLinkHT0000120,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,370145,370155,-
TFLinkHT0000121,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,370158,370168,-
TFLinkHT0000122,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,9901625,9901635,-
TFLinkHT0000123,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,9723093,9723103,-
TFLinkHT0000124,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,9599798,9599808,-
TFLinkHT0000125,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,9346607,9346617,-
TFLinkHT0000126,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,9346628,9346638,-
TFLinkHT0000127,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,17126636,17126646,+
TFLinkHT0000128,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,12777591,12777601,+
TFLinkHT0000129,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,2108301,2108311,-
TFLinkHT0000130,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,3810573,3810583,-
TFLinkHT0000131,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,14925585,14925595,-
TFLinkHT0000132,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,5483841,5483851,+
TFLinkHT0000133,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,4723992,4724002,-
TFLinkHT0000134,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,8053004,8053014,-
TFLinkHT0000135,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,8053040,8053050,-
TFLinkHT0000136,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,3002829,3002839,-
TFLinkHT0000137,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,13726429,13726439,-
TFLinkHT0000138,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,9512667,9512677,-
TFLinkHT0000139,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,7542769,7542779,-
TFLinkHT0000140,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,20599945,20599955,-
TFLinkHT0000141,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,20599999,20600009,-
TFLinkHT0000142,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,10955601,10955611,+
TFLinkHT0000143,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,8379273,8379283,-
TFLinkHT0000144,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,1591738,1591748,+
TFLinkHT0000145,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,6092707,6092717,+
TFLinkHT0000146,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,6581994,6582004,-
TFLinkHT0000147,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,8250462,8250472,-
TFLinkHT0000148,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,3164495,3164505,-
TFLinkHT0000149,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,10066356,10066366,+
TFLinkHT0000150,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,11402684,11402694,+
TFLinkHT0000151,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,11402695,11402705,+
TFLinkHT0000152,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,6178488,6178498,-
TFLinkHT0000153,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,11703055,11703065,+
TFLinkHT0000154,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,1203808,1203818,-
TFLinkHT0000155,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,9725431,9725441,-
TFLinkHT0000156,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,9725481,9725491,-
TFLinkHT0000157,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,1784736,1784746,+
TFLinkHT0000158,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,13381785,13381795,-
TFLinkHT0000159,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,13381849,13381859,-
TFLinkHT0000160,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,3039533,3039543,+
TFLinkHT0000161,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,9219517,9219527,-
TFLinkHT0000162,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,3049480,3049490,+
TFLinkHT0000163,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,6223925,6223935,+
TFLinkHT0000164,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,6235686,6235696,+
TFLinkHT0000165,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,13826453,13826463,-
TFLinkHT0000166,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,13826477,13826487,-
TFLinkHT0000167,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIV,13826488,13826498,-
TFLinkHT0000168,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,10877940,10877950,+
TFLinkHT0000169,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,10878024,10878034,+
TFLinkHT0000170,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,12679670,12679680,-
TFLinkHT0000171,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,12679710,12679720,-
TFLinkHT0000172,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,12679723,12679733,-
TFLinkHT0000173,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10238554,10238564,-
TFLinkHT0000174,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,10238582,10238592,+
TFLinkHT0000175,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrIII,3309203,3309213,-
TFLinkHT0000176,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrV,4483226,4483236,+
TFLinkHT0000177,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrX,16786185,16786195,-
TFLinkHT0000178,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrII,2435758,2435768,-
TFLinkHT0000179,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,1096127,1096137,+
TFLinkHT0000180,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,1096170,1096180,+
TFLinkHT0000181,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,1096183,1096193,+
TFLinkHT0000182,Q93560,blmp-1,Caenorhabditis elegans,chromatin immunoprecipitation assay,20421211,jaspar,ce10,chrI,10284542,10284552,+
