TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Assembly	Chromosome	Start	End	Strand
TFLinkLT00000031	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000032	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000033	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000034	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000035	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000036	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000037	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000038	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000039	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000040	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000041	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000042	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000043	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000044	P09087	Abd-B	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000045	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000046	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000047	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000048	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000049	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000050	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000051	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000052	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000053	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000054	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000055	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000056	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000057	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000058	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000059	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000060	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000061	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000062	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000063	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000064	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000065	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000066	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000067	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000068	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000069	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000070	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000071	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000072	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000073	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000074	A1Z916	achi	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000123	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000124	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000125	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000126	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000127	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000128	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000129	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000130	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000131	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000132	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000133	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000134	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000135	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000136	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000137	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000138	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000139	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000140	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000141	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000142	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000143	Q06453	al	Drosophila melanogaster	one hybrid	18585360	jaspar	-	-	-	-	-
TFLinkLT00000144	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000145	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000146	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000147	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000148	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000149	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000150	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000151	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000152	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000153	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000154	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000155	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000156	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000157	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000158	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000159	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000160	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000161	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000162	P02833	Antp	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000163	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000164	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000165	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000166	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000167	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000168	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000169	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000170	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000171	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000172	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000173	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000174	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000175	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000176	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000177	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000178	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000179	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000180	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000181	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00000182	P29673	ap	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011389	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011390	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011391	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011392	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011393	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011394	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011395	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011396	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011397	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011398	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011399	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011400	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011401	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011402	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011403	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011404	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011405	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011406	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011407	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011408	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011409	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011410	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011411	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011412	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011413	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011414	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011415	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011416	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011417	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011418	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011419	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011420	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011421	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011422	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011423	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011424	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011425	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00011426	Q24248	ara	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257751	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257752	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257753	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257754	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257755	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257756	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257757	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257758	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257759	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257760	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257761	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257762	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257763	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257764	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257765	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257766	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257767	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257768	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257769	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257770	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257771	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257772	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257773	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257774	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257775	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257776	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257777	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257778	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257779	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257780	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257781	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257782	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257783	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257784	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257785	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257786	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257787	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257788	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257789	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257790	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257791	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257792	Q8IRC7	Awh	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257793	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257794	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257795	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257796	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257797	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257798	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257799	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257800	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257801	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257802	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257803	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257804	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257805	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257806	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257807	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257808	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257809	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257810	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257811	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257812	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257813	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257814	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257815	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257816	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257817	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257818	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257819	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257820	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257821	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257822	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257823	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257824	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
TFLinkLT00257825	Q24255	B-H1	Drosophila melanogaster	one hybrid	18332042	jaspar	-	-	-	-	-
