UniprotID.TF,UniprotID.Target,NCBI.GeneID.TF,NCBI.GeneID.Target,Name.TF,Name.Target,Detection.method,PubmedID,Organism,Source.database
P42227,P03995,20848,14580,Stat3,Gfap,chromatin immunoprecipitation assay;inferred by curator,23832770;17161614;11740937;27924024;29087512,Mus musculus,GTRD;TRRUST
P51960,Q61456,17864,12427,Mybl1,Ccna1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P09022,Q03145,-,13836,Hoxa1,Epha2,inferred by curator,9733765;29087512,Mus musculus,TRRUST
Q8BKT2,O09010,84653,16848,Hes7,Lfng,inferred by curator,16342160;29087512,Mus musculus,TRRUST
P23772,P20109,14462,16163,Gata3,Il13,chromatin immunoprecipitation assay;inferred by curator,26578589;18971253;27924024;29087512;17111354,Mus musculus,GTRD;ORegAnno;PAZAR;TRRUST
P08046,P05627,13653,16476,Egr1,Jun,chromatin immunoprecipitation assay;inferred by curator,19387849;29087512;27924024,Mus musculus,GTRD;TRRUST
P02340,Q9CWG1,22059,73690,Tp53,Glipr1,chromatin immunoprecipitation assay;inferred by curator,11971968;17202159;29087512;27924024,Mus musculus,GTRD;TRED;TRRUST
O89090,Q99MU3,20683,56417,Sp1,Adar,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q8C8M3,P70343,20846,12363,Stat1,Casp4,inferred by curator,17202159,Mus musculus,TRED
P09025,Q64669,15426,18104,Hoxc8,Nqo1,inferred by curator,17202159,Mus musculus,TRED
P19091,P25799,11835,18033,Ar,Nfkb1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q04207,P14142,19697,20528,Rela,Slc2a4,chromatin immunoprecipitation assay;inferred by curator,23462193;29087512;27924024,Mus musculus,GTRD;TRRUST
Q9JJP2,Q9QUS4,22062,15214,Tp73,Hey2,inferred by curator,21074438;29087512,Mus musculus,TRRUST
Q64693,A0A125T908,18985,-,Pou2af1,Igk,inferred by curator,29087512;12230975,Mus musculus,TRRUST
P53566,Q99P87,12606,57264,Cebpa,Retn,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P53566,P60322,12606,378430,Cebpa,Nanos2,inferred by curator,16146692;29087512;10198420,Mus musculus,TRRUST
P19091,Q62361,11835,22044,Ar,Trh,inferred by curator,17202159,Mus musculus,TRED
P32114,P09066,18504,13799,Pax2,En2,inferred by curator,8625814;17202159;29087512;10640701,Mus musculus,TRED;TRRUST
Q01147,P06151,12912,16828,Creb1,Ldha,chromatin immunoprecipitation assay;inferred by curator,9632793;29087512;27924024,Mus musculus,GTRD;TRRUST
P32114,P13405,18504,19645,Pax2,Rb1,inferred by curator,17202159,Mus musculus,TRED
P08046,P41245,13653,17395,Egr1,Mmp9,inferred by curator,29087512;20332214,Mus musculus,TRRUST
Q8BUN5,Q60687,17127,14308,Smad3,Fshb,inferred by curator,20371653;29087512,Mus musculus,TRRUST
Q9JKD8,Q91X56,57765,94226,Tbx21,S1pr5,inferred by curator,19808259;29087512,Mus musculus,TRRUST
Q9QXJ1,Q01705,11785,18128,Apbb1,Notch1,inferred by curator,22199353;29087512,Mus musculus,TRRUST
O09106,P29477,433759,18126,Hdac1,Nos2,inferred by curator,23824843;29087512,Mus musculus,TRRUST
P22361,O88908,21405,223920,Hnf1a,Soat2,inferred by curator,29087512;15961790,Mus musculus,TRRUST
Q02780,Q08048,18027,15234,Nfia,Hgf,chromatin immunoprecipitation assay;inferred by curator,29087512;10851080;27924024,Mus musculus,GTRD;TRRUST
Q3UPW2,O08538,13710,11600,Elf3,Angpt1,inferred by curator,29087512;14715662,Mus musculus,TRRUST
O35973,O35185,18626,20893,Per1,Bhlhe40,inferred by curator,23824961;29087512,Mus musculus,TRRUST
Q8VI67,P86547,170574,12097,Sp7,Bglap2,chromatin immunoprecipitation assay;inferred by curator,24106268;29087512;27924024;21820092,Mus musculus,GTRD;TRRUST
Q9WTK5,P01587,18034,12981,Nfkb2,Csf2,inferred by curator,24899500;29087512,Mus musculus,TRRUST
O89090,P10085,20683,17927,Sp1,Myod1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q9ESZ8,Q91WP5,14886,-,Gtf2i,Igh,inferred by curator,19214191;29087512,Mus musculus,TRRUST
P06537,Q8BKZ9,-,27402,Nr3c1,Pdhx,chromatin immunoprecipitation assay;inferred by curator,23274887;29087512;27924024,Mus musculus,GTRD;TRRUST
Q64705,O70157,22282,21975,Usf2,Top3a,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q02248,Q10738,12387,-,Ctnnb1,Mmp7,inferred by curator,11158322;15817151;11943708;10362259;29087512,Mus musculus,TRRUST
P35396,P11152,19015,16956,Ppard,Lpl,inferred by curator,29087512;10634806,Mus musculus,TRRUST
P42225,Q08775,-,12393,Stat1,Runx2,chromatin immunoprecipitation assay;inferred by curator,29087512;12923053;27924024,Mus musculus,GTRD;TRRUST
Q02248,P48757,12387,14459,Ctnnb1,Gast,inferred by curator,15292219;29087512;16139800,Mus musculus,TRRUST
Q76LW6,P50405,23863,20388,Dand5,Sftpb,inferred by curator,19096034;29087512,Mus musculus,TRRUST
O70494,P51655,20687,14735,Sp3,Gpc4,inferred by curator,29087512;15297147,Mus musculus,TRRUST
P02340,Q8BUN5,22059,17127,Tp53,Smad3,chromatin immunoprecipitation assay;inferred by curator,29087512;21900401;27924024,Mus musculus,GTRD;TRRUST
P50220,Q00288,21869,18510,Nkx2-1,Pax8,inferred by curator,20470391;29087512,Mus musculus,TRRUST
Q61412,Q6P5H2,12677,18008,Vsx2,Nes,inferred by curator,15893976;29087512,Mus musculus,TRRUST
O70494,Q5SWU9,20687,107476,Sp3,Acaca,inferred by curator,8576128;29087512,Mus musculus,TRRUST
B2RWS6,P14901,328572,15368,Ep300,Hmox1,chromatin immunoprecipitation assay;inferred by curator,15833736;29087512;27924024,Mus musculus,GTRD;TRRUST
Q62219,P19091,21804,11835,Tgfb1i1,Ar,inferred by curator,29087512;10075738,Mus musculus,TRRUST
O89090,P09803,20683,12550,Sp1,Cdh1,inferred by curator,17202159,Mus musculus,TRED
P81269,P12813,11908,15370,Atf1,Nr4a1,inferred by curator,17202159,Mus musculus,TRED
O70494,P19137,20687,16772,Sp3,Lama1,inferred by curator,15220343;17202159;29087512;12519763,Mus musculus,TRED;TRRUST
P11416,P11416,19401,19401,Rara,Rara,chromatin immunoprecipitation assay;inferred by curator,17202159;18971253;27924024;26578589,Mus musculus,GTRD;ORegAnno;PAZAR;TRED
P70255,P97399,18029,-,Nfic,Dspp,inferred by curator,22228435;29087512;22447851,Mus musculus,TRRUST
Q8BNI8,A2ARA8,15394,241226,Hoxa1,Itga8,inferred by curator,17202159,Mus musculus,TRED
Q60925,O35973,13170,18626,Dbp,Per1,inferred by curator,10848603;29087512,Mus musculus,TRRUST
P43241,P31240,12591,18591,Cdx2,Pdgfb,inferred by curator,9679043;29087512,Mus musculus,TRRUST
P08046,P04184,13653,21877,Egr1,Tk1,chromatin immunoprecipitation assay;inferred by curator,8035803;29087512;27924024,Mus musculus,GTRD;TRRUST
Q08775,Q05769,12393,19225,Runx2,Ptgs2,chromatin immunoprecipitation assay;inferred by curator,21436263;29087512;27924024,Mus musculus,GTRD;TRRUST
Q76LW6,P08226,23863,11816,Dand5,Apoe,inferred by curator,18467438;29087512,Mus musculus,TRRUST
P25916,Q8CCE9,12151,13560,Bmi1,E4f1,inferred by curator,21088222;29087512,Mus musculus,TRRUST
P41778,P55271,18514,12579,Pbx1,Cdkn2b,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;21746878,Mus musculus,GTRD;TRRUST
P42227,P27467,20848,22416,Stat3,Wnt3a,inferred by curator,29087512;18724388,Mus musculus,TRRUST
P53566,P30276,12606,12442,Cebpa,Ccnb2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q62227,Q80WK2,23957,330962,Nr0b2,Slc51b,inferred by curator,16357058;29087512,Mus musculus,TRRUST
P70671,Q9EQ14,54131,83430,Irf3,Il23a,chromatin immunoprecipitation assay;inferred by curator,22127978;29087512;27924024,Mus musculus,GTRD;TRRUST
Q61069,P33611,22278,18969,Usf1,Pola2,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P31310,Q8BW74,15395,217082,Hoxa10,Hlf,inferred by curator,29087512;17234739,Mus musculus,TRRUST
Q9R1E0,Q38HM4,56458,-,Foxo1,Trim63,inferred by curator,29087512;18612045,Mus musculus,TRRUST
P28322,E9QNJ9,18612,14184,Etv4,Fgfr3,inferred by curator,17202159,Mus musculus,TRED
P23204,Q9JJW0,19013,59038,Ppara,Pxmp4,chromatin immunoprecipitation assay;inferred by curator,19710929;29087512;27924024,Mus musculus,GTRD;TRRUST
Q64705,Q9WV18,22282,54393,Usf2,Gabbr1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P53566,P04117,12606,11770,Cebpa,Fabp4,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P27889,Q6T3A5,21410,241035,Hnf1b,Pkhd1,inferred by curator,29087512;15067314;15647252,Mus musculus,TRRUST
P10284,Q64314,15412,12490,Hoxb4,Cd34,inferred by curator,20404135;29087512,Mus musculus,TRRUST
Q9WTK5,Q04863,18034,19698,Nfkb2,Relb,inferred by curator,29087512;14707043,Mus musculus,TRRUST
P42227,P63085,20848,26413,Stat3,Mapk1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P34056,P97953,21418,22341,Tfap2a,Vegfc,inferred by curator,17202159,Mus musculus,TRED
Q8VCG9,P04231,170767,-,Rfxap,H2-Eb1,inferred by curator,29087512;11258423,Mus musculus,TRRUST
Q04207,Q04887,19697,20682,Rela,Sox9,inferred by curator,19254740;29087512,Mus musculus,TRRUST
P01108,Q62426,17869,13014,Myc,Cstb,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q9EQW6,Q04888,50913,20665,Olig2,Sox10,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;20959288,Mus musculus,GTRD;TRRUST
P42230,O35717,20850,216233,Stat5a,Socs2,chromatin immunoprecipitation assay;inferred by curator,25088465;29087512;27924024,Mus musculus,GTRD;TRRUST
Q62431,Q8VCX4,13496,-,Arid3a,Igh,inferred by curator,21955986;19214191;29087512,Mus musculus,TRRUST
P11416,Q540C1,19401,19227,Rara,Pthlh,inferred by curator,17202159,Mus musculus,TRED
P70353,P97399,18046,-,Nfyc,Dspp,inferred by curator,20843790;29087512,Mus musculus,TRRUST
P15806,P63028,21423,22070,Tcf3,Tpt1,chromatin immunoprecipitation assay;inferred by curator,18941177;29087512;27924024,Mus musculus,GTRD;TRRUST
P34056,P01101,21418,14281,Tfap2a,Fos,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q9QYE0,P02340,56711,22059,Plag1,Tp53,inferred by curator,23690029;29087512,Mus musculus,TRRUST
Q62233,Q62226,20473,20423,Six3,Shh,inferred by curator,18694563;29087512,Mus musculus,TRRUST
Q60867,P52946,18012,18609,Neurod1,Pdx1,chromatin immunoprecipitation assay;inferred by curator,20448145;29087512;27924024,Mus musculus,GTRD;TRRUST
P70338,Q3UP87,14581,50701,Gfi1,Elane,chromatin immunoprecipitation assay;inferred by curator,18328744;29087512;27924024,Mus musculus,GTRD;TRRUST
O70494,P15409,20687,212541,Sp3,Rho,inferred by curator,15781457;29087512,Mus musculus,TRRUST
P23204,O08601,19013,17777,Ppara,Mttp,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
O08696,O35718,-,12702,Foxm1,Socs3,inferred by curator,29087512;15778369,Mus musculus,TRRUST
Q3U1N2,P49698,20788,15378,Srebf2,Hnf4a,inferred by curator,19179483;29087512,Mus musculus,TRRUST
P09450,P07750,16477,16189,Junb,Il4,inferred by curator,21799768;29087512,Mus musculus,TRRUST
O08750,P21447,18030,18671,Nfil3,Abcb1a,chromatin immunoprecipitation assay;inferred by curator,18242748;29087512;27924024;18773899,Mus musculus,GTRD;TRRUST
P24610,Q52KC3,18505,-,Pax3,-,inferred by curator,17202159,Mus musculus,TRED
P45448,P28649,26424,13075,Nr5a2,Cyp19a1,inferred by curator,11927588;29087512,Mus musculus,TRRUST
Q8CFN5,Q3V1D3,17260,229665,Mef2c,Ampd1,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;26101156,Mus musculus,GTRD;TRRUST
P34056,Q7TSI8,21418,14184,Tfap2a,Fgfr3,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q61501,E9Q3R6,13555,67911,E2f1,Zfp169,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P54846,P23440,18185,18587,Nrl,Pde6b,inferred by curator,29087512;12566383,Mus musculus,TRRUST
P34056,Q3TRQ9,21418,21809,Tfap2a,Tgfb3,inferred by curator,17202159,Mus musculus,TRED
Q76LW6,Q61475,23863,13136,Dand5,Cd55,inferred by curator,16951346;29087512,Mus musculus,TRRUST
Q61471,P25322,22057,12443,Tob1,Ccnd1,inferred by curator,29087512;12756225,Mus musculus,TRRUST
O35615,P20491,22761,14127,Zfpm1,Fcer1g,inferred by curator,29087512;16522818,Mus musculus,TRRUST
O70494,P54310,20687,16890,Sp3,Lipe,inferred by curator,29087512;11812735,Mus musculus,TRRUST
E9Q6D6,P51480,246196,12578,Zfp277,Cdkn2a,inferred by curator,20808772;29087512,Mus musculus,TRRUST
Q76LW6,P23440,23863,18587,Dand5,Pde6b,inferred by curator,15781457;29087512,Mus musculus,TRRUST
O09106,P25446,433759,14102,Hdac1,Fas,chromatin immunoprecipitation assay;inferred by curator,22517765;29087512;27924024,Mus musculus,GTRD;TRRUST
P28033,Q60997,12608,12945,Cebpb,Dmbt1,inferred by curator,17202159,Mus musculus,TRED
Q62431,Q2KHS9,13496,-,Arid3a,Igh,inferred by curator,21955986;19214191;29087512,Mus musculus,TRRUST
P02340,Q62227,22059,23957,Tp53,Nr0b2,chromatin immunoprecipitation assay;inferred by curator,22034226;29087512;27924024,Mus musculus,GTRD;TRRUST
P35583,Q61425,15376,15107,Foxa2,Hadh,chromatin immunoprecipitation assay;inferred by curator,15314688;29087512;27924024,Mus musculus,GTRD;TRRUST
Q810E9,Q3V133,-,-,Tcfl5,Tcfl5,inferred by curator,29087512;15585666,Mus musculus,TRRUST
Q00196,Q03402,18987,11572,Pou2f2,Crisp3,inferred by curator,29087512;8887646,Mus musculus,TRRUST
Q76LW6,P03995,23863,14580,Dand5,Gfap,inferred by curator,23832770;29087512,Mus musculus,TRRUST
P53566,Q06890,12606,12759,Cebpa,Clu,chromatin immunoprecipitation assay;inferred by curator,21464964;29087512;27924024,Mus musculus,GTRD;TRRUST
P42225,Q61179,-,16391,Stat1,Irf9,chromatin immunoprecipitation assay;inferred by curator,8990168;29087512;27924024,Mus musculus,GTRD;TRRUST
Q62432,P11087,17126,12842,Smad2,Col1a1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
O89090,Q62011,20683,14726,Sp1,Pdpn,inferred by curator,17202159,Mus musculus,TRED
P34056,P20109,21418,16163,Tfap2a,Il13,inferred by curator,17202159,Mus musculus,TRED
B2RWS6,Q8BG60,328572,56338,Ep300,Txnip,chromatin immunoprecipitation assay;inferred by curator,29087512;19411249;27924024,Mus musculus,GTRD;TRRUST
Q8R1H8,P06804,74481,21926,Batf2,Tnf,inferred by curator,29087512;25957166,Mus musculus,TRRUST
O88895,Q9Z1E3,-,18035,Hdac3,Nfkbia,chromatin immunoprecipitation assay;inferred by curator,15811852;29087512;27924024,Mus musculus,GTRD;TRRUST
P05627,Q8CH25,16476,66660,Jun,Sltm,chromatin immunoprecipitation assay;inferred by curator,10713700;29087512;27924024,Mus musculus,GTRD;TRRUST
Q9Z205,O35424,19727,15002,Rfxank,H2-Ob,inferred by curator,29087512;11258423,Mus musculus,TRRUST
E9Q5K1,E9Q5K1,-,-,Tcfl5,Tcfl5,inferred by curator,29087512;15585666,Mus musculus,TRRUST
P15314,P07750,16362,16189,Irf1,Il4,inferred by curator,25280793;29087512,Mus musculus,TRRUST
P43241,A0A0J9YVE6,12591,-,Cdx2,Mgam,chromatin immunoprecipitation assay;inferred by curator,26578589;18971253;27924024;20425755;29087512,Mus musculus,GTRD;ORegAnno;PAZAR;TRRUST
Q9CXF3,P19091,27057,11835,Ncoa4,Ar,inferred by curator,23145053;29087512,Mus musculus,TRRUST
P70396,P09242,13395,11647,Dlx5,Alpl,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;15383550,Mus musculus,GTRD;TRRUST
Q8CF90,Q05920,378435,-,Mafa,Pc,inferred by curator,17149590;29087512,Mus musculus,TRRUST
Q64693,Q6PIP8,18985,-,Pou2af1,Igh,inferred by curator,29087512;21549311,Mus musculus,TRRUST
Q76LW6,Q64332,23863,20965,Dand5,Syn2,inferred by curator,29087512;8034599,Mus musculus,TRRUST
B2RWS6,Q9WU72,328572,24099,Ep300,Tnfsf13b,chromatin immunoprecipitation assay;inferred by curator,17869641;29087512;27924024,Mus musculus,GTRD;TRRUST
Q76LW6,Q62312,23863,21813,Dand5,Tgfbr2,inferred by curator,29087512;12840808;10766860,Mus musculus,TRRUST
P33242,P41778,26423,18514,Nr5a1,Pbx1,inferred by curator,17082260;29087512,Mus musculus,TRRUST
Q9CXC9,P49817,104156,12389,Etv5,Cav1,chromatin immunoprecipitation assay;inferred by curator,17390339;29087512;27924024,Mus musculus,GTRD;TRRUST
B9EHK7,P05977,15394,17901,Hoxa1,Myl1,inferred by curator,17202159,Mus musculus,TRED
Q3U1N2,Q99N99,20788,94224,Srebf2,Srd5a2,inferred by curator,29087512;19500568,Mus musculus,TRRUST
P17208,P10417,18996,12043,Pou4f1,Bcl2,inferred by curator,12431761;29087512,Mus musculus,TRRUST
P24610,Q8BQ03,18505,17218,Pax3,Mcm5,inferred by curator,17202159,Mus musculus,TRED
P06537,Q9Z0F5,-,12642,Nr3c1,Ch25h,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;24755251,Mus musculus,GTRD;TRRUST
Q04207,O70337,19697,12124,Rela,Bik,inferred by curator,17202159,Mus musculus,TRED
P30561,B7ZWC5,11622,-,Ahr,Abcc4,inferred by curator,29087512;20395535,Mus musculus,TRRUST
P70338,P17433,14581,20375,Gfi1,Spi1,chromatin immunoprecipitation assay;inferred by curator,19818654;29087512;27924024,Mus musculus,GTRD;TRRUST
Q8R4L0,P22646,77799,12501,Sla2,Cd3e,inferred by curator,12024036;29087512,Mus musculus,TRRUST
Q60641,O08705,20186,20493,Nr1h4,Slc10a1,inferred by curator,21330447;29087512,Mus musculus,TRRUST
P10085,P12979,17927,17928,Myod1,Myog,chromatin immunoprecipitation assay;inferred by curator,17562853;1659574;26578589;20026653;18971253;27924024;29087512;17194702,Mus musculus,GTRD;ORegAnno;PAZAR;TRRUST
Q61572,Q9QUS4,17300,15214,Foxc1,Hey2,inferred by curator,29087512;18545664,Mus musculus,TRRUST
Q76LW6,Q3TM63,23863,-,Dand5,Slc9a2,inferred by curator,29087512;11287330,Mus musculus,TRRUST
Q61069,P97769,22278,12705,Usf1,Cited1,inferred by curator,17202159,Mus musculus,TRED
O89090,P60824,20683,12696,Sp1,Cirbp,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;23046908,Mus musculus,GTRD;TRRUST
P02340,P08071,22059,17002,Tp53,Ltf,chromatin immunoprecipitation assay;inferred by curator,15265983;29087512;27924024,Mus musculus,GTRD;TRRUST
O35253,P16056,17131,-,Smad7,Met,inferred by curator,29087512;15339794,Mus musculus,TRRUST
P02340,P97499,22059,21745,Tp53,Tep1,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P42582,Q8VIM5,18091,214384,Nkx2-5,Myocd,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;21402709;24133205,Mus musculus,GTRD;TRRUST
D3Z4E1,P0C1T1,15394,103889,Hoxa1,Hoxb2,inferred by curator,17202159,Mus musculus,TRED
P18911,Q02248,19411,12387,Rarg,Ctnnb1,inferred by curator,17202159,Mus musculus,TRED
A0A087WSP5,Q60846,20846,21941,Stat1,Tnfrsf8,inferred by curator,17202159,Mus musculus,TRED
Q9ESZ8,Q03366,14886,20306,Gtf2i,Ccl7,inferred by curator,17041962;29087512,Mus musculus,TRRUST
Q5NC05,O08710,74044,21819,Ttf2,Tg,inferred by curator,9214635;29087512,Mus musculus,TRRUST
Q61545,O70372,14030,21752,Ewsr1,Tert,inferred by curator,14678994;29087512,Mus musculus,TRRUST
P37238,P55065,19016,18830,Pparg,Pltp,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q04207,A0A125T908,19697,-,Rela,Igk,inferred by curator,29087512;19710460,Mus musculus,TRRUST
O88609,P32114,16917,18504,Lmx1b,Pax2,inferred by curator,22397680;29087512,Mus musculus,TRRUST
P28322,P21803,18612,14183,Etv4,Fgfr2,inferred by curator,17202159,Mus musculus,TRED
Q01147,P04351,12912,16183,Creb1,Il2,inferred by curator,17202159,Mus musculus,TRED
P05627,P06869,16476,18792,Jun,Plau,chromatin immunoprecipitation assay;inferred by curator,15558021;27924024;17202159;29087512;16510444,Mus musculus,GTRD;TRED;TRRUST
P70255,P01193,18029,18976,Nfic,Pomc,inferred by curator,17202159,Mus musculus,TRED
Q62233,P04342,20473,12967,Six3,Crygd,inferred by curator,11139622;29087512,Mus musculus,TRRUST
P45481,Q8K1K9,-,102423,Crebbp,Hinfp,chromatin immunoprecipitation assay;inferred by curator,17826007;29087512;27924024,Mus musculus,GTRD;TRRUST
O89090,O35864,20683,26754,Sp1,Cops5,chromatin immunoprecipitation assay;inferred by curator,27924024;29087512;18593980,Mus musculus,GTRD;TRRUST
Q61221,P17710,15251,15275,Hif1a,Hk1,inferred by curator,17202159,Mus musculus,TRED
P42582,O35565,18091,14165,Nkx2-5,Fgf10,inferred by curator,29087512;23093675,Mus musculus,TRRUST
P28033,P10855,12608,20302,Cebpb,Ccl3,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
Q60795,O35235,18024,21943,Nfe2l2,Tnfsf11,inferred by curator,29087512;23085426,Mus musculus,TRRUST
P23204,P55065,19013,18830,Ppara,Pltp,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
P05627,Q8CE22,16476,23857,Jun,Dmtf1,chromatin immunoprecipitation assay;inferred by curator,29087512;27924024;15601844,Mus musculus,GTRD;TRRUST
P70323,P62259,21380,22627,Tbx1,Ywhae,inferred by curator,22982415;29087512,Mus musculus,TRRUST
P17433,P11835,20375,16414,Spi1,Itgb2,inferred by curator,17202159,Mus musculus,TRED
Q9EST8,P25799,80859,18033,Nfkbiz,Nfkb1,inferred by curator,15618216;29087512;12831461,Mus musculus,TRRUST
P22605,P12025,218772,17242,Rarb,Mdk,chromatin immunoprecipitation assay;inferred by curator,27924024;17202159,Mus musculus,GTRD;TRED
