TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Assembly	Chromosome	Start	End	Strand
TFLinkLT04263199	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT04263200	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT04263201	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT04263202	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT04263203	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT04263204	Q01101	INSM1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807480	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807481	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807482	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807483	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807484	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807485	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807486	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807487	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807488	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807489	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807490	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807491	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807492	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807493	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807494	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807495	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807496	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807497	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807498	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT05807499	Q16236	NFE2L2	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06018462	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018463	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018464	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018465	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018466	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018467	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018468	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018469	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018470	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018471	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018472	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018473	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06018474	P10589	NR2F1	Homo sapiens	inferred by curator	8496174	jaspar	-	-	-	-	-
TFLinkLT06516729	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516730	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516731	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516732	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516733	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516734	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516735	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516736	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516737	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516738	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516739	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516740	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516741	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516742	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516743	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516744	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516745	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06516746	Q6DJT9	PLAG1	Homo sapiens	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06805707	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805708	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805709	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805710	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805711	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805712	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805713	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805714	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805715	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805716	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805717	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805718	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805719	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805720	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805721	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805722	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805723	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805724	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805725	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805726	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805727	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805728	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805729	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805730	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805731	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805732	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805733	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805734	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805735	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805736	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805737	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805738	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805739	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805740	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805741	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805742	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805743	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805744	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805745	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805746	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805747	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805748	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805749	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805750	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805751	P10276	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06805752	P19793	RARA::RXRA	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT06824618	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824619	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824620	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824621	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824622	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824623	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824624	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824625	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824626	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824627	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824628	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824629	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824630	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824631	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824632	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824633	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824634	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824635	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824636	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824637	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824638	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT06824639	Q13127	REST	Homo sapiens	inferred by curator	-	jaspar	-	-	-	-	-
TFLinkLT07352533	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352534	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352535	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352536	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352537	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352538	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352539	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352540	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352541	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352542	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352543	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352544	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352545	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352546	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352547	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352548	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352549	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352550	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352551	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352552	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352553	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352554	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352555	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352556	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352557	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352558	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352559	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352560	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352561	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352562	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352563	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352564	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352565	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352566	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352567	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352568	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352569	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352570	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352571	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352572	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352573	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07352574	P17947	SPI1	Homo sapiens	inferred by curator	17916232	jaspar	-	-	-	-	-
TFLinkLT07802585	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802586	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802587	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802588	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802589	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802590	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802591	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802592	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802593	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802594	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802595	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802596	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802597	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802598	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT07802599	Q53XW4	STAT1	Homo sapiens	inferred by curator	17558387	jaspar	-	-	-	-	-
TFLinkLT08881486	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881487	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881488	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881489	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881490	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881491	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881492	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881493	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881494	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881495	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881496	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881497	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881498	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881499	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881500	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881501	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT08881502	P25490	YY1	Homo sapiens	inferred by curator	7816599	jaspar	-	-	-	-	-
TFLinkLT09284484	P04637	TP53	Homo sapiens	inferred by curator	15964798	ORegAnno	hg18	chr8	22982084	22982099	-
TFLinkLT09284485	P12035	KRT3	Homo sapiens	inferred by curator	16027109	ORegAnno	hg18	chr6	31651220	31651229	+
TFLinkLT09284486	O94916	NFAT5	Homo sapiens	inferred by curator	16027109	ORegAnno	hg18	chr6	31651240	31651249	+
TFLinkLT09284487	O94916	NFAT5	Homo sapiens	inferred by curator	16027109	ORegAnno	hg18	chr6	31651221	31651232	+
TFLinkLT09284488	P05412	JUN	Homo sapiens	inferred by curator	16014933	ORegAnno	hg18	chr20	44069293	44069299	+
TFLinkLT09284489	P05412	JUN	Homo sapiens	inferred by curator	7986748	ORegAnno	hg18	chr10	17310545	17310551	+
TFLinkLT09284523	P49715	CEBPA	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr1	143512253	143512381	+
TFLinkLT09284527	P49715	CEBPA	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr19	40402618	40402764	+
TFLinkLT09284531	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr7	142219156	142219295	+
TFLinkLT09284532	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr7	142186736	142186845	+
TFLinkLT09284534	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr7	142135217	142135360	+
TFLinkLT09284535	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr8	2308376	2308513	+
TFLinkLT09284538	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr1	142929971	142930073	+
TFLinkLT09284542	P49711	CTCF	Homo sapiens	inferred by curator	18971253	ORegAnno	hg19	chr2	91601990	91602078	+
