TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Assembly	Chromosome	Start	End	Strand
TFLinkLT03070143	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070144	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070145	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070146	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070147	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070148	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070149	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070150	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070151	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070152	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070153	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070154	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070155	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070156	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070157	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070158	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070159	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070160	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070161	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070162	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070163	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070164	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070165	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070166	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070167	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070168	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070169	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070170	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070171	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070172	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03070173	Q63245	Foxd3	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305270	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305271	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305272	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305273	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305274	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305275	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305276	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305277	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305278	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305279	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305280	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305281	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305282	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305283	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305284	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305285	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305286	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03305287	Q63244	Foxq1	Rattus norvegicus	selex	8139574	jaspar	-	-	-	-	-
TFLinkLT03823405	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823406	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823407	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823408	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823409	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823410	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823411	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823412	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823413	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823414	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823415	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823416	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823417	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823418	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823419	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823420	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823421	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823422	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823423	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823424	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823425	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823426	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823427	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823428	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823429	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823430	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823431	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823432	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823433	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823434	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823435	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823436	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823437	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823438	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823439	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823440	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823441	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823442	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823443	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823444	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823445	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823446	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823447	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823448	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823449	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823450	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823451	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823452	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823453	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823454	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823455	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823456	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT03823457	Q07120	Gfi1	Rattus norvegicus	selex	8754800	jaspar	-	-	-	-	-
TFLinkLT04959353	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959354	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959355	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959356	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959357	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959358	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959359	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959360	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959361	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959362	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959363	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959364	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959365	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959366	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT04959367	P54842	Mafb	Rattus norvegicus	selex	9571165	jaspar	-	-	-	-	-
TFLinkLT09238125	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238126	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238127	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238128	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238129	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238130	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238131	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238132	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238133	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238134	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238135	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238136	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238137	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238138	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238139	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238140	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238141	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238142	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238143	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238144	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238145	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238146	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238147	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238148	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238149	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238150	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238151	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238152	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238153	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238154	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238155	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238156	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
TFLinkLT09238157	O08961	Znf423	Rattus norvegicus	selex	9774661	jaspar	-	-	-	-	-
