TFLink ID,Uniprot ID,Protein name,Organism,Detection method,Publication,Source database,Assembly,Chr,Start,End,Strand
TFLinkLT0000911,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000912,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000913,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000914,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000915,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000916,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000917,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0000918,P05084,hb,Drosophila melanogaster,inferred by curator,2507923,jaspar,,,,,
TFLinkLT0001919,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001920,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001921,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001922,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001923,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001924,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001925,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001926,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001927,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0001928,P28159,Su(H),Drosophila melanogaster,inferred by curator,7590239,jaspar,,,,,
TFLinkLT0005067,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005068,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005069,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005070,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005071,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005072,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005073,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005074,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005075,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005076,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005077,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005078,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005079,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005080,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005081,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005082,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005083,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005084,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005085,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005086,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005087,P09087,Abd-B,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005088,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005089,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005090,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005091,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005092,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005093,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005094,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005095,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005096,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005097,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005098,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005099,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005100,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005101,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005102,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005103,P02833,Antp,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005104,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005105,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005106,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005107,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005108,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005109,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005110,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005111,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005112,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005113,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005114,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005115,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005116,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005117,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005118,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005119,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005120,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005121,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005122,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005123,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005124,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005125,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005126,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005127,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005128,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005129,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005130,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005131,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005132,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005133,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005134,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005135,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005136,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005137,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005138,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005139,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005140,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005141,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005142,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005143,Q8IRC7,Awh,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005144,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005145,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005146,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005147,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005148,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005149,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005150,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005151,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005152,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005153,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005154,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005155,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005156,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005157,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005158,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005159,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005160,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005161,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005162,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005163,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005164,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005165,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005166,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005167,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005168,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005169,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005170,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005171,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005172,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005173,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005174,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005175,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005176,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005177,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005178,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005179,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005180,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005181,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005182,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005183,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005184,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005185,Q24255,B-H1,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005186,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005187,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005188,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005189,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005190,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005191,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005192,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005193,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005194,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005195,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005196,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005197,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005198,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005199,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005200,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005201,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005202,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005203,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005204,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005205,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005206,Q24256,B-H2,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005207,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005208,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005209,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005210,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005211,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005212,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005213,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005214,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005215,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005216,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005217,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005218,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005219,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005220,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005221,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005222,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005223,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005224,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005225,Q7KS72,C15,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005226,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005227,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005228,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005229,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005230,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005231,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005232,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005233,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005234,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005235,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005236,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005237,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005238,Q9VYL0,Dmel\CG11085,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005239,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005240,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005241,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005242,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005243,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005244,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005245,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005246,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005247,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005248,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005249,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005250,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005251,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005252,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005253,Q9W3C6,Dmel\CG11294,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005254,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005255,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005256,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005257,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005258,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005259,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005260,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005261,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005262,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
TFLinkLT0005263,Q9VPL4,Dmel\CG11617,Drosophila melanogaster,one hybrid,18332042,jaspar,,,,,
