TFLinkID	UniprotID.TF	Name.TF	Organism	Detection.method	PubmedID	Source.database	Assembly	Chromosome	Start	End	Strand
TFLinkLT01566233	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566234	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566235	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566236	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566237	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566238	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT01566239	P08046	Egr1	Mus musculus	one hybrid	16041365	jaspar	-	-	-	-	-
TFLinkLT06253303	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253304	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253305	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253306	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253307	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253308	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253309	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253310	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253311	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253312	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253313	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT06253314	Q02650	Pax5	Mus musculus	inferred by curator	8406007	jaspar	-	-	-	-	-
TFLinkLT09907860	O89090	Sp1	Mus musculus	inferred by curator	2123467	ORegAnno	mm10	chr2	114052877	114052894	-
TFLinkLT09907861	P22361	Hnf1a	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr5	90460852	90460872	+
TFLinkLT09907862	Q9JLC6	Tef	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr14	54966805	54966817	-
TFLinkLT09907863	Q9JM73	Srf	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr8	123894837	123894850	-
TFLinkLT09907864	Q9JLC6	Tef	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr8	123894811	123894824	-
TFLinkLT09907865	Q9Z2U4	Elf4	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr1	134289938	134289951	+
TFLinkLT09907866	Q9JM73	Srf	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr7	19409857	19409870	+
TFLinkLT09907867	Q9DBY8	Nvl	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr7	19409883	19409896	+
TFLinkLT09907868	Q9Z2U4	Elf4	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr7	19409899	19409912	+
TFLinkLT09907869	Q9Z2U4	Elf4	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr7	19410015	19410028	+
TFLinkLT09907870	P28033	Cebpb	Mus musculus	inferred by curator	15809228	ORegAnno	mm10	chr12	25096158	25096166	-
TFLinkLT09907871	Q9JLC6	Tef	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr11	69795948	69795961	-
TFLinkLT09907872	P22361	Hnf1a	Mus musculus	inferred by curator	15933209	ORegAnno	mm10	chr18	20665278	20665306	+
TFLinkLT09907873	O89090	Sp1	Mus musculus	inferred by curator	7829523	ORegAnno	mm10	chr5	137288203	137288209	+
TFLinkLT09907874	P12979	Myog	Mus musculus	inferred by curator	1847137	ORegAnno	mm10	chr7	19409936	19409957	+
TFLinkLT09907875	P10085	Myod1	Mus musculus	inferred by curator	1847137	ORegAnno	mm10	chr7	19409936	19409957	+
TFLinkLT09907876	P24699	Myf5	Mus musculus	inferred by curator	1847137	ORegAnno	mm10	chr7	19409936	19409957	+
TFLinkLT09907877	P12979	Myog	Mus musculus	inferred by curator	1324403	ORegAnno	mm10	chr1	134289992	134289997	+
TFLinkLT09907878	P63013	Prrx1	Mus musculus	inferred by curator	1360403	ORegAnno	mm10	chr7	19409899	19409909	+
TFLinkLT09907879	P30051	Tead1	Mus musculus	inferred by curator	7814403	ORegAnno	mm10	chr8	123894814	123894821	-
TFLinkLT09907880	P12979	Myog	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107494771	107494776	-
TFLinkLT09907881	P12979	Myog	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107495079	107495084	-
TFLinkLT09907882	P24699	Myf5	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107494771	107494776	-
TFLinkLT09907883	P24699	Myf5	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107495079	107495084	-
TFLinkLT09907884	P10085	Myod1	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107495079	107495084	-
TFLinkLT09907885	P10085	Myod1	Mus musculus	inferred by curator	7852366	ORegAnno	mm10	chr10	107494771	107494776	-
TFLinkLT09907886	Q8CFN5	Mef2c	Mus musculus	inferred by curator	8062833	ORegAnno	mm10	chr1	75359468	75359477	+
TFLinkLT09907887	Q9JM73	Srf	Mus musculus	inferred by curator	8782063	ORegAnno	mm10	chr14	54966628	54966638	-
TFLinkLT09907888	P12979	Myog	Mus musculus	inferred by curator	2163343	ORegAnno	mm10	chr7	19409935	19409957	+
TFLinkLT09907889	O89090	Sp1	Mus musculus	inferred by curator	7829523	ORegAnno	mm10	chr5	137288210	137288215	+
TFLinkLT09907890	P08046	Egr1	Mus musculus	inferred by curator	7829523	ORegAnno	mm10	chr5	137288206	137288212	+
TFLinkLT09907891	P08046	Egr1	Mus musculus	inferred by curator	7829523	ORegAnno	mm10	chr5	137288229	137288237	+
TFLinkLT09907892	P10085	Myod1	Mus musculus	inferred by curator	2377600	ORegAnno	mm10	chr7	19409906	19409930	+
TFLinkLT09907893	P10085	Myod1	Mus musculus	inferred by curator	2377600	ORegAnno	mm10	chr7	19409933	19409954	+
TFLinkLT09907894	O89090	Sp1	Mus musculus	inferred by curator	7829523	ORegAnno	mm10	chr5	137288223	137288228	+
TFLinkLT09907895	P10085	Myod1	Mus musculus	inferred by curator	2550138	ORegAnno	mm10	chr7	19409941	19409949	+
TFLinkLT09907896	P10085	Myod1	Mus musculus	inferred by curator	2550138	ORegAnno	mm10	chr7	19409915	19409924	+
TFLinkLT09907897	P04117	Fabp4	Mus musculus	inferred by curator	8474439	ORegAnno	mm10	chr7	19409875	19409884	+
TFLinkLT09907898	Q08369	Gata4	Mus musculus	inferred by curator	7935467	ORegAnno	mm10	chr14	31208194	31208203	+
TFLinkLT09907899	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	123894972	123894980	-
TFLinkLT09907900	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	123894922	123894930	-
TFLinkLT09907901	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	123894840	123894848	-
TFLinkLT09907902	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	123894803	123894814	-
TFLinkLT09907903	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	123894778	123894782	-
TFLinkLT09907904	Q60929	Mef2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	54966893	54966905	-
TFLinkLT09907905	P10126	Eef1a1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	54966806	54966817	-
TFLinkLT09907906	Q61069	Usf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	35119021	35119025	+
TFLinkLT09907907	P08046	Egr1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	35119030	35119037	+
TFLinkLT09907908	P34056	Tfap2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	35119045	35119055	+
TFLinkLT09907909	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	35119263	35119268	+
TFLinkLT09907910	Q61501	E2f1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	69353037	69353045	-
TFLinkLT09907911	P15037	Ets2	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	69352761	69352765	-
TFLinkLT09907912	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	34860794	34860814	+
TFLinkLT09907913	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	34861118	34861138	+
TFLinkLT09907914	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	29060042	29060046	+
TFLinkLT09907915	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	29060165	29060173	+
TFLinkLT09907916	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	29060190	29060194	+
TFLinkLT09907917	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	68880487	68880493	+
TFLinkLT09907918	P24699	Myf5	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	19410841	19410853	+
TFLinkLT09907919	P02340	Tp53	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	19410892	19410900	+
TFLinkLT09907920	P02340	Tp53	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	19410918	19410926	+
TFLinkLT09907921	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	73325693	73325697	+
TFLinkLT09907922	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	4505378	4505421	+
TFLinkLT09907923	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	4505395	4505421	+
TFLinkLT09907924	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	4505669	4505673	+
TFLinkLT09907925	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665220	20665237	+
TFLinkLT09907926	P49698	Hnf4a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665264	20665274	+
TFLinkLT09907927	P35582	Foxa1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665275	20665286	+
TFLinkLT09907928	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665278	20665305	+
TFLinkLT09907929	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665280	20665301	+
TFLinkLT09907930	P35582	Foxa1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr18	20665309	20665319	+
TFLinkLT09907931	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	87857733	87857744	+
TFLinkLT09907932	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	87858032	87858043	+
TFLinkLT09907933	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	87858033	87858040	-
TFLinkLT09907934	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	88211834	88211842	+
TFLinkLT09907935	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	88211911	88211922	+
TFLinkLT09907936	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	142679919	142679932	-
TFLinkLT09907937	P52946	Pdx1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	142679919	142679923	-
TFLinkLT09907938	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	142679734	142679738	-
TFLinkLT09907939	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	75176668	75176673	+
TFLinkLT09907940	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	75176361	75176365	+
TFLinkLT09907941	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr14	75176766	75176770	+
TFLinkLT09907942	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	141690256	141690264	+
TFLinkLT09907943	P21614	Gc	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	141690326	141690332	+
TFLinkLT09907944	Q07802	Ebf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr7	98145646	98145655	-
TFLinkLT09907945	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73580377	73580381	+
TFLinkLT09907946	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73580807	73580811	+
TFLinkLT09907947	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	87205656	87205660	+
TFLinkLT09907948	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	137288203	137288208	+
TFLinkLT09907949	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	137288204	137288208	+
TFLinkLT09907950	P08046	Egr1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	137288206	137288213	+
TFLinkLT09907951	P34056	Tfap2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	137288268	137288274	+
TFLinkLT09907952	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	114053005	114053013	-
TFLinkLT09907953	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	114052914	114052922	-
TFLinkLT09907954	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	114052887	114052894	-
TFLinkLT09907955	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	114052863	114052867	-
TFLinkLT09907956	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	114052838	114052843	-
TFLinkLT09907957	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr9	7272395	7272400	+
TFLinkLT09907958	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr9	7272404	7272410	+
TFLinkLT09907959	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr9	7272479	7272484	+
TFLinkLT09907960	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr9	7272498	7272503	+
TFLinkLT09907961	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr12	85473581	85473589	+
TFLinkLT09907962	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr12	85473596	85473601	+
TFLinkLT09907963	Q01147	Creb1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr12	85473823	85473829	+
TFLinkLT09907964	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	75360109	75360113	+
TFLinkLT09907965	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	75360299	75360304	+
TFLinkLT09907966	Q9JM73	Srf	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chrX	82948773	82948780	+
TFLinkLT09907967	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chrX	82948809	82948813	+
TFLinkLT09907968	Q60929	Mef2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	69948588	69948596	-
TFLinkLT09907969	P24699	Myf5	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	107495079	107495084	-
TFLinkLT09907970	Q60929	Mef2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	107494814	107494823	-
TFLinkLT09907971	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	107494814	107494818	-
TFLinkLT09907972	Q60929	Mef2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	134289940	134289945	+
TFLinkLT09907973	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	134289977	134289981	+
TFLinkLT09907974	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr1	134289992	134289996	+
TFLinkLT09907975	P10085	Myod1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr15	77023019	77023023	+
TFLinkLT09907976	Q60929	Mef2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr15	77022785	77022792	-
TFLinkLT09907977	A1A550	Tcf7l1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr15	77022963	77022967	+
TFLinkLT09907978	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr15	77022666	77022670	-
TFLinkLT09907979	Q07243	Mtf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179066	94179070	+
TFLinkLT09907980	Q07243	Mtf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179091	94179096	+
TFLinkLT09907981	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179097	94179102	+
TFLinkLT09907982	Q07243	Mtf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179109	94179114	+
TFLinkLT09907983	Q07243	Mtf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179173	94179178	+
TFLinkLT09907984	Q07243	Mtf1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94179187	94179193	+
TFLinkLT09907985	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr8	94178795	94178799	+
TFLinkLT09907986	P25425	Pou2f1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54267409	54267418	-
TFLinkLT09907987	P25425	Pou2f1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54267401	54267407	-
TFLinkLT09907988	P08046	Egr1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54267328	54267353	-
TFLinkLT09907989	P10126	Eef1a1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	106302030	106302047	-
TFLinkLT09907990	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	106301942	106301951	-
TFLinkLT09907991	Q00286	Pou1f1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	106301927	106301937	-
TFLinkLT09907992	Q00286	Pou1f1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	106301890	106301898	-
TFLinkLT09907993	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	106301836	106301840	-
TFLinkLT09907994	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73893058	73893075	-
TFLinkLT09907995	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73892863	73892883	-
TFLinkLT09907996	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73892844	73892860	-
TFLinkLT09907997	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73892786	73892808	-
TFLinkLT09907998	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	73892760	73892780	-
TFLinkLT09907999	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	128225664	128225669	+
TFLinkLT09908000	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	128225758	128225763	+
TFLinkLT09908001	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	128225422	128225428	+
TFLinkLT09908002	P34056	Tfap2a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	128225361	128225366	+
TFLinkLT09908003	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr10	128225807	128225811	+
TFLinkLT09908004	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	163750267	163750283	-
TFLinkLT09908005	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	163750185	163750200	-
TFLinkLT09908006	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr2	163750268	163750298	-
TFLinkLT09908007	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	116853370	116853374	+
TFLinkLT09908008	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	116853538	116853542	+
TFLinkLT09908009	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	116853119	116853123	-
TFLinkLT09908010	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90460756	90460786	+
TFLinkLT09908011	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90460790	90460798	+
TFLinkLT09908012	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90460812	90460823	+
TFLinkLT09908013	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90460832	90460853	+
TFLinkLT09908014	P53566	Cebpa	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90460855	90460866	+
TFLinkLT09908015	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	49822615	49822619	+
TFLinkLT09908016	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	49822641	49822653	+
TFLinkLT09908017	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	49822663	49822668	+
TFLinkLT09908018	P25799	Nfkb1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54249741	54249750	-
TFLinkLT09908019	P25799	Nfkb1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54249725	54249733	-
TFLinkLT09908020	P25799	Nfkb1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54249690	54249696	-
TFLinkLT09908021	Q8R4V1	Nfam1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr11	54249683	54249688	-
TFLinkLT09908022	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	124814862	124814871	-
TFLinkLT09908023	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	124814740	124814749	-
TFLinkLT09908024	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	124814737	124814745	-
TFLinkLT09908025	O89090	Sp1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr6	124814693	124814697	-
TFLinkLT09908026	P06537	Nr3c1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90490559	90490590	+
TFLinkLT09908027	P50220	Nkx2-1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90490573	90490583	+
TFLinkLT09908028	P22361	Hnf1a	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90490609	90490629	+
TFLinkLT09908029	Q7TPM0	Cbx1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90490675	90490686	+
TFLinkLT09908030	P29037	Tbp	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chr5	90490707	90490712	+
TFLinkLT09908031	Q8R4V1	Nfam1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chrX	57211807	57211818	+
TFLinkLT09908032	Q8R4V1	Nfam1	Mus musculus	inferred by curator	18971253	ORegAnno	mm10	chrX	57212023	57212034	+
