TFLink ID,Uniprot ID,Protein name,Organism,Detection method,Publication,Source database,Assembly,Chr,Start,End,Strand
TFLinkLT0046254,Q61501,E2f1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,69353037,69353045,-
TFLinkLT0046255,P15037,Ets2,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,69352761,69352765,-
TFLinkLT0046256,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,34860794,34860814,+
TFLinkLT0046257,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,34861118,34861138,+
TFLinkLT0046258,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,29060042,29060046,+
TFLinkLT0046259,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,29060165,29060173,+
TFLinkLT0046260,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,29060190,29060194,+
TFLinkLT0046261,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,68880487,68880493,+
TFLinkLT0046262,P24699,Myf5,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,19410841,19410853,+
TFLinkLT0046263,P02340,Tp53,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,19410892,19410900,+
TFLinkLT0046264,P02340,Tp53,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,19410918,19410926,+
TFLinkLT0046265,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr14,73325693,73325697,+
TFLinkLT0046266,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,4505378,4505421,+
TFLinkLT0046267,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,4505395,4505421,+
TFLinkLT0046268,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,4505669,4505673,+
TFLinkLT0046269,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665220,20665237,+
TFLinkLT0046270,P49698,Hnf4a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665264,20665274,+
TFLinkLT0046271,P35582,Foxa1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665275,20665286,+
TFLinkLT0046272,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665278,20665305,+
TFLinkLT0046273,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665280,20665301,+
TFLinkLT0046274,P35582,Foxa1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr18,20665309,20665319,+
TFLinkLT0046275,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,87857733,87857744,+
TFLinkLT0046276,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,87858032,87858043,+
TFLinkLT0046277,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,87858033,87858040,-
TFLinkLT0046278,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,88211834,88211842,+
TFLinkLT0046279,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,88211911,88211922,+
TFLinkLT0046280,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,142679919,142679932,-
TFLinkLT0046281,P52946,Pdx1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,142679919,142679923,-
TFLinkLT0046282,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,142679734,142679738,-
TFLinkLT0046283,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr14,75176668,75176673,+
TFLinkLT0046284,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr14,75176361,75176365,+
TFLinkLT0046285,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr14,75176766,75176770,+
TFLinkLT0046286,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,141690256,141690264,+
TFLinkLT0046287,P21614,Gc,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,141690326,141690332,+
TFLinkLT0046288,Q07802,Ebf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr7,98145646,98145655,-
TFLinkLT0046289,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73580377,73580381,+
TFLinkLT0046290,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73580807,73580811,+
TFLinkLT0046291,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,87205656,87205660,+
TFLinkLT0046292,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,137288203,137288208,+
TFLinkLT0046293,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,137288204,137288208,+
TFLinkLT0046294,P08046,Egr1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,137288206,137288213,+
TFLinkLT0046295,P34056,Tfap2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,137288268,137288274,+
TFLinkLT0046296,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,114053005,114053013,-
TFLinkLT0046297,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,114052914,114052922,-
TFLinkLT0046298,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,114052887,114052894,-
TFLinkLT0046299,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,114052863,114052867,-
TFLinkLT0046300,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,114052838,114052843,-
TFLinkLT0046301,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr9,7272395,7272400,+
TFLinkLT0046302,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr9,7272404,7272410,+
TFLinkLT0046303,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr9,7272479,7272484,+
TFLinkLT0046304,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr9,7272498,7272503,+
TFLinkLT0046305,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr12,85473581,85473589,+
TFLinkLT0046306,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr12,85473596,85473601,+
TFLinkLT0046307,Q01147,Creb1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr12,85473823,85473829,+
TFLinkLT0046308,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,75360109,75360113,+
TFLinkLT0046309,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,75360299,75360304,+
TFLinkLT0046310,Q9JM73,Srf,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chrX,82948773,82948780,+
TFLinkLT0046311,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chrX,82948809,82948813,+
TFLinkLT0046312,Q60929,Mef2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,69948588,69948596,-
TFLinkLT0046313,P24699,Myf5,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,107495079,107495084,-
TFLinkLT0046314,Q60929,Mef2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,107494814,107494823,-
TFLinkLT0046315,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,107494814,107494818,-
TFLinkLT0046316,Q60929,Mef2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,134289940,134289945,+
TFLinkLT0046317,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,134289977,134289981,+
TFLinkLT0046318,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr1,134289992,134289996,+
TFLinkLT0046319,P10085,Myod1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr15,77023019,77023023,+
TFLinkLT0046320,Q60929,Mef2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr15,77022785,77022792,-
TFLinkLT0046321,A1A550,Tcf7l1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr15,77022963,77022967,+
TFLinkLT0046322,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr15,77022666,77022670,-
TFLinkLT0046323,Q07243,Mtf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179066,94179070,+
TFLinkLT0046324,Q07243,Mtf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179091,94179096,+
TFLinkLT0046325,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179097,94179102,+
TFLinkLT0046326,Q07243,Mtf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179109,94179114,+
TFLinkLT0046327,Q07243,Mtf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179173,94179178,+
TFLinkLT0046328,Q07243,Mtf1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94179187,94179193,+
TFLinkLT0046329,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr8,94178795,94178799,+
TFLinkLT0046330,P25425,Pou2f1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54267409,54267418,-
TFLinkLT0046331,P25425,Pou2f1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54267401,54267407,-
TFLinkLT0046332,P08046,Egr1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54267328,54267353,-
TFLinkLT0046333,P10126,Eef1a1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,106302030,106302047,-
TFLinkLT0046334,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,106301942,106301951,-
TFLinkLT0046335,Q00286,Pou1f1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,106301927,106301937,-
TFLinkLT0046336,Q00286,Pou1f1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,106301890,106301898,-
TFLinkLT0046337,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,106301836,106301840,-
TFLinkLT0046338,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73893058,73893075,-
TFLinkLT0046339,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73892863,73892883,-
TFLinkLT0046340,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73892844,73892860,-
TFLinkLT0046341,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73892786,73892808,-
TFLinkLT0046342,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,73892760,73892780,-
TFLinkLT0046343,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,128225664,128225669,+
TFLinkLT0046344,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,128225758,128225763,+
TFLinkLT0046345,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,128225422,128225428,+
TFLinkLT0046346,P34056,Tfap2a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,128225361,128225366,+
TFLinkLT0046347,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,128225807,128225811,+
TFLinkLT0046348,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,163750267,163750283,-
TFLinkLT0046349,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,163750185,163750200,-
TFLinkLT0046350,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr2,163750268,163750298,-
TFLinkLT0046351,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,116853370,116853374,+
TFLinkLT0046352,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,116853538,116853542,+
TFLinkLT0046353,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,116853119,116853123,-
TFLinkLT0046354,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90460756,90460786,+
TFLinkLT0046355,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90460790,90460798,+
TFLinkLT0046356,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90460812,90460823,+
TFLinkLT0046357,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90460832,90460853,+
TFLinkLT0046358,P53566,Cebpa,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90460855,90460866,+
TFLinkLT0046359,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,49822615,49822619,+
TFLinkLT0046360,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,49822641,49822653,+
TFLinkLT0046361,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,49822663,49822668,+
TFLinkLT0046362,P25799,Nfkb1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54249741,54249750,-
TFLinkLT0046363,P25799,Nfkb1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54249725,54249733,-
TFLinkLT0046364,P25799,Nfkb1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54249690,54249696,-
TFLinkLT0046365,Q8R4V1,Nfam1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr11,54249683,54249688,-
TFLinkLT0046366,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,124814862,124814871,-
TFLinkLT0046367,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,124814740,124814749,-
TFLinkLT0046368,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,124814737,124814745,-
TFLinkLT0046369,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr6,124814693,124814697,-
TFLinkLT0046370,P06537,Nr3c1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90490559,90490590,+
TFLinkLT0046371,P50220,Nkx2-1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90490573,90490583,+
TFLinkLT0046372,P22361,Hnf1a,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90490609,90490629,+
TFLinkLT0046373,Q7TPM0,Cbx1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90490675,90490686,+
TFLinkLT0046374,P29037,Tbp,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr5,90490707,90490712,+
TFLinkLT0046375,Q8R4V1,Nfam1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chrX,57211807,57211818,+
TFLinkLT0046376,Q8R4V1,Nfam1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chrX,57212023,57212034,+
TFLinkLT0046377,P01108,Myc,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr10,127063363,127063367,+
TFLinkLT0046378,P01108,Myc,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr4,95052380,95052386,-
TFLinkLT0046379,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr4,95052304,95052313,-
TFLinkLT0046380,O89090,Sp1,Mus musculus,inferred by curator,18971253,ORegAnno,mm10,chr4,95052261,95052267,-
