TFLink ID,Uniprot ID,Protein name,Organism,Detection method,Publication,Source database,Assembly,Chr,Start,End,Strand
TFLinkHT0009784,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,2324961,2324971,+
TFLinkHT0009785,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,2325169,2325179,-
TFLinkHT0009786,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,2325251,2325261,+
TFLinkHT0009787,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,15968881,15968891,+
TFLinkHT0009788,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,15969097,15969107,-
TFLinkHT0009789,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,15969681,15969691,+
TFLinkHT0009790,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,15932817,15932827,+
TFLinkHT0009791,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,8996218,8996228,-
TFLinkHT0009792,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,8996388,8996398,-
TFLinkHT0009793,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,8996602,8996612,+
TFLinkHT0009794,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,8996709,8996719,-
TFLinkHT0009795,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12704279,12704289,+
TFLinkHT0009796,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12704519,12704529,-
TFLinkHT0009797,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,5945554,5945564,+
TFLinkHT0009798,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,7681590,7681600,+
TFLinkHT0009799,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,7682422,7682432,+
TFLinkHT0009800,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,7682433,7682443,-
TFLinkHT0009801,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,7682454,7682464,+
TFLinkHT0009802,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,8445832,8445842,-
TFLinkHT0009803,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,4802053,4802063,+
TFLinkHT0009804,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,4802544,4802554,+
TFLinkHT0009805,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,14393697,14393707,-
TFLinkHT0009806,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,14394117,14394127,-
TFLinkHT0009807,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,14394362,14394372,+
TFLinkHT0009808,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,14109463,14109473,+
TFLinkHT0009809,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,14109840,14109850,+
TFLinkHT0009810,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,20084232,20084242,-
TFLinkHT0009811,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,20085315,20085325,-
TFLinkHT0009812,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,20584575,20584585,-
TFLinkHT0009813,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2790937,2790947,+
TFLinkHT0009814,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,10501378,10501388,+
TFLinkHT0009815,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4280766,4280776,-
TFLinkHT0009816,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4280815,4280825,-
TFLinkHT0009817,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,14812934,14812944,+
TFLinkHT0009818,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,14813206,14813216,+
TFLinkHT0009819,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,14813549,14813559,-
TFLinkHT0009820,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,15761928,15761938,+
TFLinkHT0009821,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11418963,11418973,+
TFLinkHT0009822,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11419178,11419188,-
TFLinkHT0009823,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11419217,11419227,-
TFLinkHT0009824,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11419256,11419266,-
TFLinkHT0009825,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,15791762,15791772,+
TFLinkHT0009826,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,15791984,15791994,-
TFLinkHT0009827,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,15792190,15792200,-
TFLinkHT0009828,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,15792391,15792401,+
TFLinkHT0009829,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,15792498,15792508,-
TFLinkHT0009830,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,18275780,18275790,+
TFLinkHT0009831,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,9003930,9003940,-
TFLinkHT0009832,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,13512091,13512101,+
TFLinkHT0009833,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19167883,19167893,+
TFLinkHT0009834,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19168088,19168098,-
TFLinkHT0009835,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,9614593,9614603,-
TFLinkHT0009836,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4363400,4363410,+
TFLinkHT0009837,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4363941,4363951,-
TFLinkHT0009838,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4365099,4365109,-
TFLinkHT0009839,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,4365369,4365379,-
TFLinkHT0009840,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,26748169,26748179,+
TFLinkHT0009841,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,26748433,26748443,+
TFLinkHT0009842,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,26748566,26748576,+
TFLinkHT0009843,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,9880009,9880019,-
TFLinkHT0009844,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,6597794,6597804,+
TFLinkHT0009845,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,14482477,14482487,-
TFLinkHT0009846,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,14482796,14482806,-
TFLinkHT0009847,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,26677794,26677804,+
TFLinkHT0009848,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,11787815,11787825,+
TFLinkHT0009849,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2981004,2981014,+
TFLinkHT0009850,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2981583,2981593,-
TFLinkHT0009851,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2982066,2982076,-
TFLinkHT0009852,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2982189,2982199,+
TFLinkHT0009853,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,20687720,20687730,-
TFLinkHT0009854,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,20687805,20687815,+
TFLinkHT0009855,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,20687911,20687921,+
TFLinkHT0009856,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,9026846,9026856,+
TFLinkHT0009857,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,10765081,10765091,+
TFLinkHT0009858,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,10765393,10765403,+
TFLinkHT0009859,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,10380650,10380660,+
TFLinkHT0009860,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,10380772,10380782,-
TFLinkHT0009861,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,10380892,10380902,+
TFLinkHT0009862,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,10381065,10381075,+
TFLinkHT0009863,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,10381106,10381116,+
TFLinkHT0009864,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,18618903,18618913,-
TFLinkHT0009865,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,18619446,18619456,+
TFLinkHT0009866,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,18619484,18619494,+
TFLinkHT0009867,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,18620247,18620257,+
TFLinkHT0009868,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,16982858,16982868,-
TFLinkHT0009869,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16629423,16629433,-
TFLinkHT0009870,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16629470,16629480,-
TFLinkHT0009871,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16629484,16629494,-
TFLinkHT0009872,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16629648,16629658,+
TFLinkHT0009873,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16629832,16629842,+
TFLinkHT0009874,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,3844200,3844210,+
TFLinkHT0009875,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017230,4017240,-
TFLinkHT0009876,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017352,4017362,+
TFLinkHT0009877,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017480,4017490,-
TFLinkHT0009878,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017686,4017696,+
TFLinkHT0009879,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017732,4017742,-
TFLinkHT0009880,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,4017838,4017848,+
TFLinkHT0009881,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,11350327,11350337,+
TFLinkHT0009882,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,11350781,11350791,+
TFLinkHT0009883,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2808695,2808705,-
TFLinkHT0009884,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2808926,2808936,+
TFLinkHT0009885,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2809013,2809023,+
TFLinkHT0009886,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2809235,2809245,-
TFLinkHT0009887,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2809520,2809530,-
TFLinkHT0009888,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2809642,2809652,-
TFLinkHT0009889,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2809995,2810005,+
TFLinkHT0009890,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,2810171,2810181,-
TFLinkHT0009891,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,11918138,11918148,+
TFLinkHT0009892,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,11918353,11918363,-
TFLinkHT0009893,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,11918592,11918602,-
TFLinkHT0009894,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19150384,19150394,-
TFLinkHT0009895,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19150396,19150406,+
TFLinkHT0009896,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,5871063,5871073,+
TFLinkHT0009897,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,5871744,5871754,+
TFLinkHT0009898,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,5871918,5871928,+
TFLinkHT0009899,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2R,5872257,5872267,+
TFLinkHT0009900,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146340,19146350,-
TFLinkHT0009901,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146361,19146371,+
TFLinkHT0009902,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146439,19146449,-
TFLinkHT0009903,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146539,19146549,-
TFLinkHT0009904,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146737,19146747,-
TFLinkHT0009905,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146863,19146873,+
TFLinkHT0009906,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,19146877,19146887,-
TFLinkHT0009907,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,1404724,1404734,-
TFLinkHT0009908,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,1404992,1405002,+
TFLinkHT0009909,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,1405380,1405390,+
TFLinkHT0009910,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,901713,901723,+
TFLinkHT0009911,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,901827,901837,-
TFLinkHT0009912,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,902609,902619,-
TFLinkHT0009913,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,902784,902794,+
TFLinkHT0009914,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,903134,903144,-
TFLinkHT0009915,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,12118306,12118316,+
TFLinkHT0009916,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,12118480,12118490,+
TFLinkHT0009917,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chrX,12118495,12118505,+
TFLinkHT0009918,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3L,16016011,16016021,+
TFLinkHT0009919,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11075169,11075179,+
TFLinkHT0009920,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11075376,11075386,+
TFLinkHT0009921,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,11075480,11075490,+
TFLinkHT0009922,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24901393,24901403,+
TFLinkHT0009923,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24902018,24902028,+
TFLinkHT0009924,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24902058,24902068,-
TFLinkHT0009925,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12589122,12589132,+
TFLinkHT0009926,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12589152,12589162,+
TFLinkHT0009927,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12590087,12590097,-
TFLinkHT0009928,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12590256,12590266,+
TFLinkHT0009929,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12590384,12590394,+
TFLinkHT0009930,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,12590452,12590462,+
TFLinkHT0009931,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24456909,24456919,+
TFLinkHT0009932,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24457226,24457236,+
TFLinkHT0009933,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24457367,24457377,+
TFLinkHT0009934,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,24457595,24457605,-
TFLinkHT0009935,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,19161818,19161828,+
TFLinkHT0009936,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,19162686,19162696,-
TFLinkHT0009937,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr3R,2742336,2742346,-
TFLinkHT0009938,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,15314724,15314734,+
TFLinkHT0009939,P09085,cad,Drosophila melanogaster,chromatin immunoprecipitation assay,2571934,jaspar,dm3,chr2L,15314804,15314814,-
