TFLink ID,Uniprot ID,Protein name,Organism,Detection method,Publication,Source database,Assembly,Chr,Start,End,Strand
TFLinkLT0000117,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000118,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000119,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000120,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000121,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000122,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000123,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000124,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000125,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000126,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000127,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000128,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000129,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000130,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000131,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000132,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000133,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000134,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000135,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000136,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000137,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000138,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000139,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000140,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000141,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000142,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000143,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000144,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000145,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000146,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000147,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000148,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000149,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000150,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000151,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000152,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000153,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000154,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000155,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000156,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000157,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000158,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000159,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000160,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000161,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000162,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000163,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000164,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000165,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000166,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000167,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000168,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000169,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000170,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000171,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000172,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000173,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000174,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000175,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000176,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000177,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000178,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000179,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000180,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000181,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000182,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000183,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000184,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000185,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000186,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000187,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000188,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000189,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000190,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000191,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000192,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000193,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000194,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000195,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000196,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000197,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000198,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000199,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000200,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000201,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000202,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000203,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000204,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000205,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000206,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000207,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000208,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000209,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000210,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000211,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000212,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000213,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000214,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000215,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000216,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000217,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000218,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000219,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000220,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000221,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000222,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000223,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000224,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000225,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000226,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000227,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000228,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000229,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000230,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000231,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000232,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000233,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000234,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000235,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000236,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000237,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000238,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000239,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000240,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000241,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000242,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000243,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000244,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000245,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000246,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000247,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000248,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000249,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000250,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000251,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000252,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000253,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000254,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000255,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000256,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000257,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000258,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000259,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000260,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000261,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000262,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000263,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000264,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000265,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000266,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000267,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000268,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000269,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000270,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000271,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000272,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000273,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000274,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000275,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000276,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000277,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000278,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000279,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000280,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000281,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000282,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000283,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000284,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000285,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000286,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000287,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000288,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000289,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000290,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000291,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000292,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000293,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000294,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000295,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000296,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000297,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000298,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000299,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000300,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000301,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000302,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000303,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000304,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000305,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000306,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000307,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000308,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000309,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000310,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000311,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000312,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000313,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000314,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000315,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000316,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000317,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000318,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000319,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000320,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000321,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000322,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000323,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000324,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000325,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000326,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000327,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000328,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000329,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000330,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000331,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000332,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000333,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000334,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000335,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000336,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000337,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000338,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000339,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000340,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
TFLinkLT0000341,P32182,Foxa2,Rattus norvegicus,inferred by curator,8139574,jaspar,,,,,
